gene	com_341	com_738	com_862	com_876	com_900	com_908	com_947	com_962	com_JB	Level1	Level2	Level3	KO	Product	EC	EC2	EC3	Full
clsA	1	1	1	1	0	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
clsA	1	1	1	1	0	1	0	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
cmdD	0	0	0	0	0	0	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
cmdD	0	0	0	0	0	0	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
cmk	1	1	1	1	1	1	1	1	1	Metabolism	Amino acid metabolism	Pyrimidine metabolism	K00945	CMP/dCMPkinase	2.7.4.25	NA	NA	cmk; CMP/dCMP kinase [EC:2.7.4.25]
cmk	1	1	1	1	1	1	1	1	1	Metabolism	Amino acid metabolism	Pyrimidine metabolism	K00945	CMP/dCMPkinase	2.7.4.25	NA	NA	cmk; CMP/dCMP kinase [EC:2.7.4.25]
cmoA	1	1	1	1	1	1	1	1	1	Protein families: genetic information processing	Enzymes	tRNA biogenesis	K15256	tRNA(cmo5U34)-methyltransferase	2.1.1.-	NA	NA	cmoA; tRNA (cmo5U34)-methyltransferase [EC:2.1.1.-]
cmoM	0	0	0	0	0	0	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
cmpB	1	1	1	1	1	1	1	1	1	Environmental information processing	Membrane transport	ABC transporters	K11951	bicarbonatetransportsystempermeaseprotein	NA	NA	NA	cmpB; bicarbonate transport system permease protein
cmpB	1	1	1	1	1	1	1	1	1	Protein families: signaling and cellular processes	Enzymes	Transporters	K11951	bicarbonatetransportsystempermeaseprotein	NA	NA	NA	cmpB; bicarbonate transport system permease protein
cmpC	1	1	1	1	1	1	1	1	1	Environmental information processing	Membrane transport	ABC transporters	K11952	bicarbonatetransportsystemATP-bindingprotein	3.6.3.-	NA	NA	cmpC; bicarbonate transport system ATP-binding protein [EC:3.6.3.-]
cmpC	1	1	1	1	1	1	1	1	1	Protein families: signaling and cellular processes	Enzymes	Transporters	K11952	bicarbonatetransportsystemATP-bindingprotein	3.6.3.-	NA	NA	cmpC; bicarbonate transport system ATP-binding protein [EC:3.6.3.-]
cmpD	1	1	1	1	1	1	1	1	1	Environmental information processing	Membrane transport	ABC transporters	K11953	bicarbonatetransportsystemATP-bindingprotein	3.6.3.-	NA	NA	cmpD; bicarbonate transport system ATP-binding protein [EC:3.6.3.-]
cmpD	1	1	1	1	1	1	1	1	1	Protein families: signaling and cellular processes	Enzymes	Transporters	K11953	bicarbonatetransportsystemATP-bindingprotein	3.6.3.-	NA	NA	cmpD; bicarbonate transport system ATP-binding protein [EC:3.6.3.-]
cmpR	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
cmpR	1	0	1	1	1	1	0	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
cmtR	0	1	0	0	0	0	0	0	0	Protein families: genetic information processing	Enzymes	Transcription factors	K21885	ArsRfamilytranscriptionalregulator,cadmium/lead-responsivetranscriptionalrepressor	NA	NA	NA	cmtR; ArsR family transcriptional regulator, cadmium/lead-responsive transcriptional repressor
cmtR	0	1	0	0	0	0	0	0	0	Protein families: genetic information processing	Enzymes	Transcription factors	K21885	ArsRfamilytranscriptionalregulator,cadmium/lead-responsivetranscriptionalrepressor	NA	NA	NA	cmtR; ArsR family transcriptional regulator, cadmium/lead-responsive transcriptional repressor
cmtR	0	1	0	0	0	0	0	0	0	Protein families: genetic information processing	Enzymes	Transcription factors	K21885	ArsRfamilytranscriptionalregulator,cadmium/lead-responsivetranscriptionalrepressor	NA	NA	NA	cmtR; ArsR family transcriptional regulator, cadmium/lead-responsive transcriptional repressor
cmtR	1	1	0	0	1	0	0	0	0	Protein families: genetic information processing	Enzymes	Transcription factors	K21885	ArsRfamilytranscriptionalregulator,cadmium/lead-responsivetranscriptionalrepressor	NA	NA	NA	cmtR; ArsR family transcriptional regulator, cadmium/lead-responsive transcriptional repressor
cnbH	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
cnrH	0	0	0	0	0	0	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
coaA	1	1	1	1	1	1	1	1	1	Metabolism	Metabolism of cofactors and vitamins	Pantothenate and CoA biosynthesis	K00867	typeIpantothenatekinase	2.7.1.33	NA	NA	coaA; type I pantothenate kinase [EC:2.7.1.33]
coaA	1	1	1	1	1	1	1	1	0	Metabolism	Metabolism of cofactors and vitamins	Pantothenate and CoA biosynthesis	K00867	typeIpantothenatekinase	2.7.1.33	NA	NA	coaA; type I pantothenate kinase [EC:2.7.1.33]
coaA	1	1	1	1	1	1	1	1	1	Metabolism	Metabolism of cofactors and vitamins	Pantothenate and CoA biosynthesis	K00867	typeIpantothenatekinase	2.7.1.33	NA	NA	coaA; type I pantothenate kinase [EC:2.7.1.33]
coaBC	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
coaBC	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
coaBC	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
coaD	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
coaD	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
coaD	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
coaE	1	1	1	1	1	1	1	1	1	Metabolism	Metabolism of cofactors and vitamins	Pantothenate and CoA biosynthesis	K00859	dephospho-CoAkinase	2.7.1.24	NA	NA	coaE; dephospho-CoA kinase [EC:2.7.1.24]
coaE	1	1	1	1	1	1	0	1	1	Metabolism	Metabolism of cofactors and vitamins	Pantothenate and CoA biosynthesis	K00859	dephospho-CoAkinase	2.7.1.24	NA	NA	coaE; dephospho-CoA kinase [EC:2.7.1.24]
coaE	1	1	1	1	1	1	1	1	1	Metabolism	Metabolism of cofactors and vitamins	Pantothenate and CoA biosynthesis	K00859	dephospho-CoAkinase	2.7.1.24	NA	NA	coaE; dephospho-CoA kinase [EC:2.7.1.24]
coaW	1	1	1	1	1	1	1	1	1	Metabolism	Metabolism of cofactors and vitamins	Pantothenate and CoA biosynthesis	K09680	typeIIpantothenatekinase	2.7.1.33	NA	NA	coaW; type II pantothenate kinase [EC:2.7.1.33]
cobB	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
cobB	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
cobB	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
cobB	1	1	1	1	1	0	1	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
cobC	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
cobC	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
cobQ	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
cocE	0	0	0	1	0	0	1	0	0	Not included in pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	K21017	cocaineesterase	3.1.1.84	NA	NA	cocE; cocaine esterase [EC:3.1.1.84]
cocE	0	0	0	1	0	0	0	0	0	Not included in pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	K21017	cocaineesterase	3.1.1.84	NA	NA	cocE; cocaine esterase [EC:3.1.1.84]
cocE	1	0	0	0	0	0	0	0	0	Not included in pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	K21017	cocaineesterase	3.1.1.84	NA	NA	cocE; cocaine esterase [EC:3.1.1.84]
codA	1	1	1	1	1	1	1	1	1	Metabolism	Amino acid metabolism	Arginine and proline metabolism	K01485	cytosine/creatininedeaminase	3.5.4.1	3.5.4.21	NA	codA; cytosine/creatinine deaminase [EC:3.5.4.1 3.5.4.21]
codA	1	1	1	1	1	1	1	1	1	Metabolism	Amino acid metabolism	Glycine, serine, and threonine metabolism	K17755	cholineoxidase	1.1.3.17	NA	NA	codA; choline oxidase [EC:1.1.3.17]
codA	1	1	1	1	1	1	1	1	1	Metabolism	Amino acid metabolism	Pyrimidine metabolism	K01485	cytosine/creatininedeaminase	3.5.4.1	3.5.4.21	NA	codA; cytosine/creatinine deaminase [EC:3.5.4.1 3.5.4.21]
codA	1	1	1	1	1	1	1	1	1	Metabolism	Amino acid metabolism	Arginine and proline metabolism	K01485	cytosine/creatininedeaminase	3.5.4.1	3.5.4.21	NA	codA; cytosine/creatinine deaminase [EC:3.5.4.1 3.5.4.21]
codA	1	1	1	1	1	1	1	1	1	Metabolism	Amino acid metabolism	Glycine, serine, and threonine metabolism	K17755	cholineoxidase	1.1.3.17	NA	NA	codA; choline oxidase [EC:1.1.3.17]
codA	1	1	1	1	1	1	1	1	1	Metabolism	Amino acid metabolism	Pyrimidine metabolism	K01485	cytosine/creatininedeaminase	3.5.4.1	3.5.4.21	NA	codA; cytosine/creatinine deaminase [EC:3.5.4.1 3.5.4.21]
codB	0	1	0	0	0	0	0	0	0	Protein families: signaling and cellular processes	Enzymes	Transporters	K10974	cytosinepermease	NA	NA	NA	codB; cytosine permease
codY	1	1	1	1	1	1	1	1	1	Protein families: genetic information processing	Enzymes	Transcription factors	K03706	transcriptionalpleiotropicrepressor	NA	NA	NA	codY; transcriptional pleiotropic repressor
coiA	1	1	1	1	1	1	1	1	0	Not included in pathway or Brite	Unclassified: signaling and cellular processes	General function prediction only	K06198	competenceproteinCoiA	NA	NA	NA	coiA; competence protein CoiA
comC	1	1	1	1	1	1	1	1	0	Protein families: signaling and cellular processes	Enzymes	Secretion system	K02236	leaderpeptidase(prepilinpeptidase)/N-methyltransferase	3.4.23.43	2.1.1.-	NA	comC; leader peptidase (prepilin peptidase) / N-methyltransferase [EC:3.4.23.43 2.1.1.-]
comC	1	1	1	1	1	1	1	1	0	Metabolism	Amino acid metabolism	Cysteine and methionine metabolism	K16844	(2R)-3-sulfolactatedehydrogenase(NADP+)	1.1.1.338	NA	NA	comC; (2R)-3-sulfolactate dehydrogenase (NADP+) [EC:1.1.1.338]
comC	1	1	1	1	1	1	1	1	0	Environmental information processing	Signal transduction	Two-component system	K12415	competence-stimulatingpeptide	NA	NA	NA	comC; competence-stimulating peptide
comC	1	1	1	1	1	1	1	1	0	Cellular processes	Cellular community- prokaryotes	Quorum sensing	K12415	competence-stimulatingpeptide	NA	NA	NA	comC; competence-stimulating peptide
comC	1	1	1	1	1	1	1	1	0	Metabolism	Energy metabolism	Methane metabolism	K05884	L-2-hydroxycarboxylatedehydrogenase(NAD+)	1.1.1.337	NA	NA	comC; L-2-hydroxycarboxylate dehydrogenase (NAD+) [EC:1.1.1.337]
comEA	1	1	1	1	1	1	1	1	1	Protein families: signaling and cellular processes	Enzymes	Secretion system	K02237	competenceproteinComEA	NA	NA	NA	comEA; competence protein ComEA
comEA	1	1	1	1	1	1	1	1	0	Protein families: signaling and cellular processes	Enzymes	Secretion system	K02237	competenceproteinComEA	NA	NA	NA	comEA; competence protein ComEA
comEA	1	1	1	1	1	1	1	1	1	Protein families: signaling and cellular processes	Enzymes	Secretion system	K02237	competenceproteinComEA	NA	NA	NA	comEA; competence protein ComEA
comEC	1	1	1	1	1	1	1	1	0	Protein families: signaling and cellular processes	Enzymes	Secretion system	K02238	competenceproteinComEC	NA	NA	NA	comEC; competence protein ComEC
comEC	1	1	1	1	1	1	1	1	1	Protein families: signaling and cellular processes	Enzymes	Secretion system	K02238	competenceproteinComEC	NA	NA	NA	comEC; competence protein ComEC
comEC	1	1	1	1	1	1	1	1	1	Protein families: signaling and cellular processes	Enzymes	Secretion system	K02238	competenceproteinComEC	NA	NA	NA	comEC; competence protein ComEC
comFA	1	1	1	1	1	1	1	1	0	Protein families: signaling and cellular processes	Enzymes	Secretion system	K02240	competenceproteinComFA	NA	NA	NA	comFA; competence protein ComFA
comGA	1	1	1	1	1	1	1	1	0	Protein families: signaling and cellular processes	Enzymes	Secretion system	K02243	competenceproteinComGA	NA	NA	NA	comGA; competence protein ComGA
comGC	1	1	1	1	1	1	1	1	0	Protein families: signaling and cellular processes	Enzymes	Secretion system	K02245	competenceproteinComGC	NA	NA	NA	comGC; competence protein ComGC
comK	1	1	1	1	1	1	1	1	1	Protein families: genetic information processing	Enzymes	Transcription factors	K02250	competenceproteinComK	NA	NA	NA	comK; competence protein ComK
comK	1	1	1	1	1	1	1	1	1	Protein families: signaling and cellular processes	Enzymes	Secretion system	K02250	competenceproteinComK	NA	NA	NA	comK; competence protein ComK
comK	1	1	1	1	1	1	1	1	1	Cellular processes	Cellular community- prokaryotes	Quorum sensing	K02250	competenceproteinComK	NA	NA	NA	comK; competence protein ComK
comM	1	1	1	1	1	1	1	1	1	Not included in pathway or Brite	Unclassified: genetic information processing	Protein processing	K07391	magnesiumchelatasefamilyprotein	NA	NA	NA	comM; magnesium chelatase family protein
comM	1	1	1	1	1	1	1	1	1	Not included in pathway or Brite	Unclassified: genetic information processing	Protein processing	K07391	magnesiumchelatasefamilyprotein	NA	NA	NA	comM; magnesium chelatase family protein
comR	0	0	0	0	0	0	0	1	0	Protein families: genetic information processing	Enzymes	Transcription factors	K22041	TetR/AcrRfamilytranscriptionalregulator,copper-responsiverepressor	NA	NA	NA	comR; TetR/AcrR family transcriptional regulator, copper-responsive repressor
comR	0	0	0	0	0	0	0	1	0	Protein families: genetic information processing	Enzymes	Transcription factors	K20342	HTH-typetranscriptionalregulator,regulatorforComX	NA	NA	NA	comR; HTH-type transcriptional regulator, regulator for ComX
comR	0	0	0	0	0	0	0	1	0	Cellular processes	Cellular community- prokaryotes	Quorum sensing	K20342	HTH-typetranscriptionalregulator,regulatorforComX	NA	NA	NA	comR; HTH-type transcriptional regulator, regulator for ComX
comR	1	1	1	1	1	1	1	1	1	Protein families: genetic information processing	Enzymes	Transcription factors	K22041	TetR/AcrRfamilytranscriptionalregulator,copper-responsiverepressor	NA	NA	NA	comR; TetR/AcrR family transcriptional regulator, copper-responsive repressor
comR	1	1	1	1	1	1	1	1	1	Protein families: genetic information processing	Enzymes	Transcription factors	K20342	HTH-typetranscriptionalregulator,regulatorforComX	NA	NA	NA	comR; HTH-type transcriptional regulator, regulator for ComX
comR	1	1	1	1	1	1	1	1	1	Cellular processes	Cellular community- prokaryotes	Quorum sensing	K20342	HTH-typetranscriptionalregulator,regulatorforComX	NA	NA	NA	comR; HTH-type transcriptional regulator, regulator for ComX
copA	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
copA	0	0	0	0	0	0	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
copA	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
copA	0	0	0	0	0	0	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
copB	1	1	1	1	1	1	1	1	1	Not included in pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	K01533	Cu2+-exportingATPase	3.6.3.4	NA	NA	copB; Cu2+-exporting ATPase [EC:3.6.3.4]
copB	1	0	0	1	1	1	1	1	1	Not included in pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	K01533	Cu2+-exportingATPase	3.6.3.4	NA	NA	copB; Cu2+-exporting ATPase [EC:3.6.3.4]
copB	1	1	1	1	1	1	1	1	1	Not included in pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	K01533	Cu2+-exportingATPase	3.6.3.4	NA	NA	copB; Cu2+-exporting ATPase [EC:3.6.3.4]
copC	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
copC	0	1	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
copG	1	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
copG	1	0	0	1	0	0	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
copY	0	0	0	0	0	0	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
copY	0	0	0	0	0	0	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
copZ	0	1	1	0	0	0	0	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
copZ	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
copZ	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
copZ	0	0	0	0	0	0	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
copZ	0	0	0	0	0	0	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
corA	1	1	1	1	1	1	1	1	1	Protein families: signaling and cellular processes	Enzymes	Transporters	K03284	magnesiumtransporter	NA	NA	NA	corA; magnesium transporter
corA	1	1	1	1	1	1	1	1	0	Protein families: signaling and cellular processes	Enzymes	Transporters	K03284	magnesiumtransporter	NA	NA	NA	corA; magnesium transporter
corA	1	0	0	0	0	0	1	1	1	Protein families: signaling and cellular processes	Enzymes	Transporters	K03284	magnesiumtransporter	NA	NA	NA	corA; magnesium transporter
cotA	0	0	0	0	0	0	1	0	0	Not included in pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	K06324	sporecoatproteinA,manganeseoxidase	1.16.3.3	NA	NA	cotA; spore coat protein A, manganese oxidase [EC:1.16.3.3]
cpdA	1	1	1	1	1	1	1	1	1	Cellular processes	Cellular community- prokaryotes	Biofilm formation- Pseudomonas aeruginosa	K03651	3',5'-cyclic-AMPphosphodiesterase	3.1.4.53	NA	NA	cpdA; 3',5'-cyclic-AMP phosphodiesterase [EC:3.1.4.53]
cpdA	1	1	1	1	1	1	1	1	1	Metabolism	Amino acid metabolism	Purine metabolism	K03651	3',5'-cyclic-AMPphosphodiesterase	3.1.4.53	NA	NA	cpdA; 3',5'-cyclic-AMP phosphodiesterase [EC:3.1.4.53]
cpdA	1	1	1	1	1	1	1	1	1	Cellular processes	Cellular community- prokaryotes	Biofilm formation- Pseudomonas aeruginosa	K03651	3',5'-cyclic-AMPphosphodiesterase	3.1.4.53	NA	NA	cpdA; 3',5'-cyclic-AMP phosphodiesterase [EC:3.1.4.53]
cpdA	1	1	1	1	1	1	1	1	1	Metabolism	Amino acid metabolism	Purine metabolism	K03651	3',5'-cyclic-AMPphosphodiesterase	3.1.4.53	NA	NA	cpdA; 3',5'-cyclic-AMP phosphodiesterase [EC:3.1.4.53]
cpdA	1	1	1	1	1	1	1	1	1	Cellular processes	Cellular community- prokaryotes	Biofilm formation- Pseudomonas aeruginosa	K03651	3',5'-cyclic-AMPphosphodiesterase	3.1.4.53	NA	NA	cpdA; 3',5'-cyclic-AMP phosphodiesterase [EC:3.1.4.53]
cpdA	1	1	1	1	1	1	1	1	1	Metabolism	Amino acid metabolism	Purine metabolism	K03651	3',5'-cyclic-AMPphosphodiesterase	3.1.4.53	NA	NA	cpdA; 3',5'-cyclic-AMP phosphodiesterase [EC:3.1.4.53]
cpdA	1	1	1	1	1	1	1	1	1	Cellular processes	Cellular community- prokaryotes	Biofilm formation- Pseudomonas aeruginosa	K03651	3',5'-cyclic-AMPphosphodiesterase	3.1.4.53	NA	NA	cpdA; 3',5'-cyclic-AMP phosphodiesterase [EC:3.1.4.53]
cpdA	1	1	1	1	1	1	1	1	1	Metabolism	Amino acid metabolism	Purine metabolism	K03651	3',5'-cyclic-AMPphosphodiesterase	3.1.4.53	NA	NA	cpdA; 3',5'-cyclic-AMP phosphodiesterase [EC:3.1.4.53]
cpdA	1	1	1	1	1	1	1	1	1	Cellular processes	Cellular community- prokaryotes	Biofilm formation- Pseudomonas aeruginosa	K03651	3',5'-cyclic-AMPphosphodiesterase	3.1.4.53	NA	NA	cpdA; 3',5'-cyclic-AMP phosphodiesterase [EC:3.1.4.53]
cpdA	1	1	1	1	1	1	1	1	1	Metabolism	Amino acid metabolism	Purine metabolism	K03651	3',5'-cyclic-AMPphosphodiesterase	3.1.4.53	NA	NA	cpdA; 3',5'-cyclic-AMP phosphodiesterase [EC:3.1.4.53]
cpdA	1	1	1	1	1	1	1	1	1	Cellular processes	Cellular community- prokaryotes	Biofilm formation- Pseudomonas aeruginosa	K03651	3',5'-cyclic-AMPphosphodiesterase	3.1.4.53	NA	NA	cpdA; 3',5'-cyclic-AMP phosphodiesterase [EC:3.1.4.53]
cpdA	1	1	1	1	1	1	1	1	1	Metabolism	Amino acid metabolism	Purine metabolism	K03651	3',5'-cyclic-AMPphosphodiesterase	3.1.4.53	NA	NA	cpdA; 3',5'-cyclic-AMP phosphodiesterase [EC:3.1.4.53]
cpdA	1	1	1	1	1	0	1	1	0	Cellular processes	Cellular community- prokaryotes	Biofilm formation- Pseudomonas aeruginosa	K03651	3',5'-cyclic-AMPphosphodiesterase	3.1.4.53	NA	NA	cpdA; 3',5'-cyclic-AMP phosphodiesterase [EC:3.1.4.53]
cpdA	1	1	1	1	1	0	1	1	0	Metabolism	Amino acid metabolism	Purine metabolism	K03651	3',5'-cyclic-AMPphosphodiesterase	3.1.4.53	NA	NA	cpdA; 3',5'-cyclic-AMP phosphodiesterase [EC:3.1.4.53]
cpdA	0	1	0	0	0	0	0	0	0	Cellular processes	Cellular community- prokaryotes	Biofilm formation- Pseudomonas aeruginosa	K03651	3',5'-cyclic-AMPphosphodiesterase	3.1.4.53	NA	NA	cpdA; 3',5'-cyclic-AMP phosphodiesterase [EC:3.1.4.53]
cpdA	0	1	0	0	0	0	0	0	0	Metabolism	Amino acid metabolism	Purine metabolism	K03651	3',5'-cyclic-AMPphosphodiesterase	3.1.4.53	NA	NA	cpdA; 3',5'-cyclic-AMP phosphodiesterase [EC:3.1.4.53]
cpdA	1	1	1	1	1	1	1	1	1	Cellular processes	Cellular community- prokaryotes	Biofilm formation- Pseudomonas aeruginosa	K03651	3',5'-cyclic-AMPphosphodiesterase	3.1.4.53	NA	NA	cpdA; 3',5'-cyclic-AMP phosphodiesterase [EC:3.1.4.53]
cpdA	1	1	1	1	1	1	1	1	1	Metabolism	Amino acid metabolism	Purine metabolism	K03651	3',5'-cyclic-AMPphosphodiesterase	3.1.4.53	NA	NA	cpdA; 3',5'-cyclic-AMP phosphodiesterase [EC:3.1.4.53]
cpg2	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
cpg2	1	1	1	1	1	1	1	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
cpnA	0	1	1	0	0	0	0	0	0	Metabolism	Xenobiotics biodegration and metabolism	Caprolactam degradation	K17754	cyclopentanoldehydrogenase	1.1.1.163	NA	NA	cpnA; cyclopentanol dehydrogenase [EC:1.1.1.163]
cpnA	1	1	1	1	1	1	1	1	1	Metabolism	Xenobiotics biodegration and metabolism	Caprolactam degradation	K17754	cyclopentanoldehydrogenase	1.1.1.163	NA	NA	cpnA; cyclopentanol dehydrogenase [EC:1.1.1.163]
cpnA	0	0	0	0	1	0	0	0	1	Metabolism	Xenobiotics biodegration and metabolism	Caprolactam degradation	K17754	cyclopentanoldehydrogenase	1.1.1.163	NA	NA	cpnA; cyclopentanol dehydrogenase [EC:1.1.1.163]
cpsY	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
cpsY	0	0	0	1	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
cpsY	0	1	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
cpsY	0	1	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
cpsY	1	0	0	0	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
cra	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
crcB	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
crcB	1	1	0	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
crcB	1	1	1	1	1	1	1	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
crcB	1	1	1	1	1	1	1	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
crcB	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
crcB	1	1	0	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
crgA	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
crgA	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
crnA	0	0	0	0	0	0	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
crnA	0	0	1	0	1	0	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
crp	1	1	1	1	1	1	1	1	1	Cellular processes	Cellular community- prokaryotes	Biofilm formation- Escherichia coli	K10914	CRP/FNRfamilytranscriptionalregulator,cyclicAMPreceptorprotein	NA	NA	NA	crp; CRP/FNR family transcriptional regulator, cyclic AMP receptor protein
crp	1	1	1	1	1	1	1	1	1	Environmental information processing	Signal transduction	Two-component system	K10914	CRP/FNRfamilytranscriptionalregulator,cyclicAMPreceptorprotein	NA	NA	NA	crp; CRP/FNR family transcriptional regulator, cyclic AMP receptor protein
crp	1	1	1	1	1	1	1	1	1	Protein families: genetic information processing	Enzymes	Transcription factors	K10914	CRP/FNRfamilytranscriptionalregulator,cyclicAMPreceptorprotein	NA	NA	NA	crp; CRP/FNR family transcriptional regulator, cyclic AMP receptor protein
crp	1	1	1	1	1	1	1	1	1	Cellular processes	Cellular community- prokaryotes	Biofilm formation- Pseudomonas aeruginosa	K10914	CRP/FNRfamilytranscriptionalregulator,cyclicAMPreceptorprotein	NA	NA	NA	crp; CRP/FNR family transcriptional regulator, cyclic AMP receptor protein
crp	1	1	1	1	1	1	1	1	1	Cellular processes	Cellular community- prokaryotes	Quorum sensing	K10914	CRP/FNRfamilytranscriptionalregulator,cyclicAMPreceptorprotein	NA	NA	NA	crp; CRP/FNR family transcriptional regulator, cyclic AMP receptor protein
crp	1	1	1	1	1	1	1	1	1	Cellular processes	Cellular community- prokaryotes	Biosilm formation- Vibrio cholerae	K10914	CRP/FNRfamilytranscriptionalregulator,cyclicAMPreceptorprotein	NA	NA	NA	crp; CRP/FNR family transcriptional regulator, cyclic AMP receptor protein
crp	1	1	1	1	1	1	1	1	1	Cellular processes	Cellular community- prokaryotes	Biofilm formation- Escherichia coli	K10914	CRP/FNRfamilytranscriptionalregulator,cyclicAMPreceptorprotein	NA	NA	NA	crp; CRP/FNR family transcriptional regulator, cyclic AMP receptor protein
crp	1	1	1	1	1	1	1	1	1	Environmental information processing	Signal transduction	Two-component system	K10914	CRP/FNRfamilytranscriptionalregulator,cyclicAMPreceptorprotein	NA	NA	NA	crp; CRP/FNR family transcriptional regulator, cyclic AMP receptor protein
crp	1	1	1	1	1	1	1	1	1	Protein families: genetic information processing	Enzymes	Transcription factors	K10914	CRP/FNRfamilytranscriptionalregulator,cyclicAMPreceptorprotein	NA	NA	NA	crp; CRP/FNR family transcriptional regulator, cyclic AMP receptor protein
crp	1	1	1	1	1	1	1	1	1	Cellular processes	Cellular community- prokaryotes	Biofilm formation- Pseudomonas aeruginosa	K10914	CRP/FNRfamilytranscriptionalregulator,cyclicAMPreceptorprotein	NA	NA	NA	crp; CRP/FNR family transcriptional regulator, cyclic AMP receptor protein
