Genome,Annotation_method,type,start,end,ID,eC_number,Name,dbxref,gene,inference,locus_tag,product
Brachy_947_11_26,Prodigal:2.6,CDS,82303,83568,ID=KLLDKJAP_02550,Name=recF_1,dbxref=COG:COG1195,gene=recF_1,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P9WHI9,locus_tag=KLLDKJAP_02550,product=DNA replication and repair protein RecF,NA
Brachy_947_11_30,Prodigal:2.6,CDS,31353,32699,ID=KLLDKJAP_02743,eC_number=3.1.1.24,Name=catD_1,dbxref=COG:COG0596,gene=catD_1,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P00632,locus_tag=KLLDKJAP_02743,product=3-oxoadipate enol-lactonase 2
Brachy_947_11_30,Aragorn:1.2,tRNA,193622,193696,ID=KLLDKJAP_02883,inference=COORDINATES:profile:Aragorn:1.2,locus_tag=KLLDKJAP_02883,product=tRNA-Met(cat),NA,NA,NA,NA
Brachy_947_11_50,Aragorn:1.2,tRNA,45492,45566,ID=KLLDKJAP_03521,inference=COORDINATES:profile:Aragorn:1.2,locus_tag=KLLDKJAP_03521,product=tRNA-Met(cat),NA,NA,NA,NA
Brachy_947_11_72,Prodigal:2.6,CDS,3146,4222,ID=KLLDKJAP_03606,eC_number=2.1.1.72,Name=hindIIIM,gene=hindIIIM,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P43871,locus_tag=KLLDKJAP_03606,product=Modification methylase HindIII,NA
Brevi_947_7_3,Prodigal:2.6,CDS,56242,57552,ID=KLLDKJAP_03688,Name=mntH_2,dbxref=COG:COG1914,gene=mntH_2,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P96593,locus_tag=KLLDKJAP_03688,product=Divalent metal cation transporter MntH,NA
Brevi_947_7_3,Prodigal:2.6,CDS,272311,273435,ID=KLLDKJAP_03891,Name=recF_2,dbxref=COG:COG1195,gene=recF_2,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P9WHI9,locus_tag=KLLDKJAP_03891,product=DNA replication and repair protein RecF,NA
Brevi_947_7_3,Prodigal:2.6,CDS,275117,276751,ID=KLLDKJAP_03893,Name=dnaA_2,dbxref=COG:COG0593,gene=dnaA_2,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:A0R7K1,locus_tag=KLLDKJAP_03893,product=Chromosomal replication initiator protein DnaA,NA
Brevi_947_7_3,Prodigal:2.6,CDS,315026,316336,ID=KLLDKJAP_03926,eC_number=3.6.4.12,Name=dnaB_2,dbxref=COG:COG0305,gene=dnaB_2,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P9WMR3,locus_tag=KLLDKJAP_03926,product=Replicative DNA helicase
Brevi_947_7_4,Prodigal:2.6,CDS,64819,66144,ID=KLLDKJAP_04053,Name=mntH_3,gene=mntH_3,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q99UZ7,locus_tag=KLLDKJAP_04053,product=Divalent metal cation transporter MntH,NA,NA
Brevi_947_7_4,Prodigal:2.6,CDS,79659,81251,ID=KLLDKJAP_04064,eC_number=1.8.5.-,Name=msrP_1,dbxref=COG:COG2041,gene=msrP_1,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P76342,locus_tag=KLLDKJAP_04064,product=Protein-methionine-sulfoxide reductase catalytic subunit MsrP
Brevi_947_7_4,Prodigal:2.6,CDS,119150,120103,ID=KLLDKJAP_04097,eC_number=1.13.11.2,Name=catE_2,dbxref=COG:COG2514,gene=catE_2,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P54721,locus_tag=KLLDKJAP_04097,product=Catechol-2%2C3-dioxygenase
Brevi_947_7_9,Prodigal:2.6,CDS,26608,27030,ID=KLLDKJAP_04768,eC_number=2.-.-.-,Name=moaE2_5,dbxref=COG:COG0314,gene=moaE2_5,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P9WJR1,locus_tag=KLLDKJAP_04768,product=Molybdopterin synthase catalytic subunit 2
Brevi_947_7_9,Aragorn:1.2,tRNA,52591,52667,ID=KLLDKJAP_04796,inference=COORDINATES:profile:Aragorn:1.2,locus_tag=KLLDKJAP_04796,product=tRNA-Met(cat),NA,NA,NA,NA
Brevi_947_7_10,Prodigal:2.6,CDS,77304,78851,ID=KLLDKJAP_04894,Name=rarA_2,dbxref=COG:COG2256,gene=rarA_2,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P0AAZ4,locus_tag=KLLDKJAP_04894,product=Replication-associated recombination protein A,NA
Brevi_947_7_12,Prodigal:2.6,CDS,79542,81155,ID=KLLDKJAP_05197,Name=pucR_1,dbxref=COG:COG2508,gene=pucR_1,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:O32138,locus_tag=KLLDKJAP_05197,product=Purine catabolism regulatory protein,NA
Brevi_947_7_14,Aragorn:1.2,tRNA,93,167,ID=KLLDKJAP_05384,inference=COORDINATES:profile:Aragorn:1.2,locus_tag=KLLDKJAP_05384,product=tRNA-Met(cat),NA,NA,NA,NA
Brevi_947_7_14,Aragorn:1.2,tRNA,382,456,ID=KLLDKJAP_05385,inference=COORDINATES:profile:Aragorn:1.2,locus_tag=KLLDKJAP_05385,product=tRNA-Met(cat),NA,NA,NA,NA
Brevi_947_7_14,Prodigal:2.6,CDS,57956,58357,ID=KLLDKJAP_05441,Name=glbO_2,dbxref=COG:COG2346,gene=glbO_2,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P9WN23,locus_tag=KLLDKJAP_05441,product=Group 2 truncated hemoglobin GlbO,NA
Brevi_947_7_15,Prodigal:2.6,CDS,290082,291563,ID=KLLDKJAP_05781,Name=hpcE,dbxref=COG:COG0179,gene=hpcE,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P37352,locus_tag=KLLDKJAP_05781,product=Homoprotocatechuate catabolism bifunctional isomerase/decarboxylase,NA
Brevi_947_7_15,Prodigal:2.6,CDS,333889,334689,ID=KLLDKJAP_05821,eC_number=1.13.11.3,Name=pcaH,dbxref=COG:COG3485,gene=pcaH,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P00437,locus_tag=KLLDKJAP_05821,product=Protocatechuate 3%2C4-dioxygenase beta chain
Brevi_947_7_15,Prodigal:2.6,CDS,334682,335254,ID=KLLDKJAP_05822,eC_number=1.13.11.3,Name=pcaG,dbxref=COG:COG3485,gene=pcaG,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P20371,locus_tag=KLLDKJAP_05822,product=Protocatechuate 3%2C4-dioxygenase alpha chain
Brevi_947_7_15,Prodigal:2.6,CDS,336719,338017,ID=KLLDKJAP_05824,eC_number=3.1.1.24,Name=catD_2,dbxref=COG:COG0596,gene=catD_2,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P00632,locus_tag=KLLDKJAP_05824,product=3-oxoadipate enol-lactonase 2
Brevi_947_7_15,Prodigal:2.6,CDS,390423,390722,ID=KLLDKJAP_05873,eC_number=5.3.3.4,Name=catC,dbxref=COG:COG4829,gene=catC,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P80573,locus_tag=KLLDKJAP_05873,product=Muconolactone Delta-isomerase
Brevi_947_7_18,Prodigal:2.6,CDS,75578,77206,ID=KLLDKJAP_06153,eC_number=2.2.1.6,Name=budB,dbxref=COG:COG0028,gene=budB,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P27696,locus_tag=KLLDKJAP_06153,product=Acetolactate synthase%2C catabolic
Brevi_947_7_19,Prodigal:2.6,CDS,24494,25393,ID=KLLDKJAP_06180,Name=tagG_2,dbxref=COG:COG1682,gene=tagG_2,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P42953,locus_tag=KLLDKJAP_06180,product=Teichoic acid translocation permease protein TagG,NA
Brevi_947_7_19,Prodigal:2.6,CDS,63398,64255,ID=KLLDKJAP_06204,Name=tagG_3,dbxref=COG:COG1682,gene=tagG_3,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P42953,locus_tag=KLLDKJAP_06204,product=Teichoic acid translocation permease protein TagG,NA
Brevi_947_7_19,Prodigal:2.6,CDS,77207,78550,ID=KLLDKJAP_06216,Name=rarA_3,dbxref=COG:COG2256,gene=rarA_3,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P0AAZ4,locus_tag=KLLDKJAP_06216,product=Replication-associated recombination protein A,NA
Brevi_947_7_19,Prodigal:2.6,CDS,189466,190740,ID=KLLDKJAP_06316,Name=mntH_4,dbxref=COG:COG1914,gene=mntH_4,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P9WIZ5,locus_tag=KLLDKJAP_06316,product=Divalent metal cation transporter MntH,NA
Brevi_947_7_20,Prodigal:2.6,CDS,73491,74303,ID=KLLDKJAP_06427,eC_number=2.8.3.6,Name=catJ,gene=catJ,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q8VPF2,locus_tag=KLLDKJAP_06427,product=3-oxoadipate CoA-transferase subunit B,NA
Brevi_947_7_20,Prodigal:2.6,CDS,74300,75214,ID=KLLDKJAP_06428,eC_number=2.8.3.6,Name=catI,gene=catI,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q8VPF3,locus_tag=KLLDKJAP_06428,product=3-oxoadipate CoA-transferase subunit A,NA
Brevi_947_7_22,Prodigal:2.6,CDS,65430,67148,ID=KLLDKJAP_06597,Name=pucR_2,dbxref=COG:COG2508,gene=pucR_2,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:O32138,locus_tag=KLLDKJAP_06597,product=Purine catabolism regulatory protein,NA
Brevi_947_7_22,Prodigal:2.6,CDS,77417,78964,ID=KLLDKJAP_06607,eC_number=1.8.5.-,Name=msrP_2,dbxref=COG:COG2041,gene=msrP_2,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P76342,locus_tag=KLLDKJAP_06607,product=Protein-methionine-sulfoxide reductase catalytic subunit MsrP
Brevi_947_7_28,Prodigal:2.6,CDS,61598,62365,ID=KLLDKJAP_06835,eC_number=3.1.1.24,Name=catD_3,dbxref=COG:COG0596,gene=catD_3,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P00632,locus_tag=KLLDKJAP_06835,product=3-oxoadipate enol-lactonase 2
Brevi_947_7_29,Prodigal:2.6,CDS,72215,72679,ID=KLLDKJAP_06993,eC_number=1.-.-.-,Name=catD_4,dbxref=COG:COG2259,gene=catD_4,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P54720,locus_tag=KLLDKJAP_06993,product=Putative oxidoreductase CatD
Brevi_947_7_52,Aragorn:1.2,tRNA,1855,1930,ID=KLLDKJAP_07350,inference=COORDINATES:profile:Aragorn:1.2,locus_tag=KLLDKJAP_07350,product=tRNA-Met(cat),NA,NA,NA,NA
SEQ_947_12,Prodigal:2.6,CDS,65997,67220,ID=KLLDKJAP_07478,Name=mntH_5,dbxref=COG:COG1914,gene=mntH_5,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q9RPF4,locus_tag=KLLDKJAP_07478,product=Divalent metal cation transporter MntH,NA
SEQ_947_12_2,Prodigal:2.6,CDS,135398,136210,ID=KLLDKJAP_07629,eC_number=1.13.11.2,Name=catE_3,dbxref=COG:COG2514,gene=catE_3,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P54721,locus_tag=KLLDKJAP_07629,product=Catechol-2%2C3-dioxygenase
SEQ_947_12_3,Prodigal:2.6,CDS,158207,159238,ID=KLLDKJAP_07926,eC_number=2.1.3.3,Name=arcB_3,gene=arcB_3,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P65602,locus_tag=KLLDKJAP_07926,product=Ornithine carbamoyltransferase%2C catabolic,NA
SEQ_947_12_4,Prodigal:2.6,CDS,229351,230142,ID=KLLDKJAP_08146,Name=nirQ,dbxref=COG:COG0714,gene=nirQ,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q02441,locus_tag=KLLDKJAP_08146,product=Denitrification regulatory protein NirQ,NA
SEQ_947_12_4,Prodigal:2.6,CDS,275079,275765,ID=KLLDKJAP_08193,Name=dnaD,dbxref=COG:COG3935,gene=dnaD,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P39787,locus_tag=KLLDKJAP_08193,product=DNA replication protein DnaD,NA
SEQ_947_12_5,Prodigal:2.6,CDS,75286,76131,ID=KLLDKJAP_08463,Name=tagG_4,dbxref=COG:COG1682,gene=tagG_4,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P42953,locus_tag=KLLDKJAP_08463,product=Teichoic acid translocation permease protein TagG,NA
SEQ_947_12_5,Prodigal:2.6,CDS,225063,225836,ID=KLLDKJAP_08611,Name=dnaC_1,dbxref=COG:COG1484,gene=dnaC_1,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P0AEF0,locus_tag=KLLDKJAP_08611,product=DNA replication protein DnaC,NA
SEQ_947_12_5,Prodigal:2.6,CDS,407399,407770,ID=KLLDKJAP_08820,Name=yjbI,dbxref=COG:COG2346,gene=yjbI,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:O31607,locus_tag=KLLDKJAP_08820,product=Group 2 truncated hemoglobin YjbI,NA
SEQ_947_12_6,Prodigal:2.6,CDS,30833,31627,ID=KLLDKJAP_08892,eC_number=1.13.11.2,Name=catE_4,dbxref=COG:COG2514,gene=catE_4,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P54721,locus_tag=KLLDKJAP_08892,product=Catechol-2%2C3-dioxygenase
SEQ_947_12_7,Aragorn:1.2,tRNA,34035,34106,ID=KLLDKJAP_09051,inference=COORDINATES:profile:Aragorn:1.2,locus_tag=KLLDKJAP_09051,product=tRNA-Met(cat),NA,NA,NA,NA
SEQ_947_12_7,Prodigal:2.6,CDS,44124,45374,ID=KLLDKJAP_09079,eC_number=3.6.4.12,Name=dnaC_2,dbxref=COG:COG0305,gene=dnaC_2,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P37469,locus_tag=KLLDKJAP_09079,product=Replicative DNA helicase
SEQ_947_12_7,Prodigal:2.6,CDS,201974,203368,ID=KLLDKJAP_09237,Name=dnaB_3,dbxref=COG:COG3611,gene=dnaB_3,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P07908,locus_tag=KLLDKJAP_09237,product=Replication initiation and membrane attachment protein,NA
SEQ_947_12_14,Prodigal:2.6,CDS,60550,61788,ID=KLLDKJAP_09686,eC_number=2.1.1.37,Name=banIM,gene=banIM,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P19888,locus_tag=KLLDKJAP_09686,product=Modification methylase BanI,NA
SEQ_947_12_15,Prodigal:2.6,CDS,30619,31071,ID=KLLDKJAP_09767,eC_number=2.8.1.12,Name=moaE,gene=moaE,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P65401,locus_tag=KLLDKJAP_09767,product=Molybdopterin synthase catalytic subunit,NA
SEQ_947_12_21,Prodigal:2.6,CDS,24776,26653,ID=KLLDKJAP_09947,Name=mnmG,gene=mnmG,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P64230,locus_tag=KLLDKJAP_09947,product=tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG,NA,NA
SEQ_947_12_21,Prodigal:2.6,CDS,26670,28052,ID=KLLDKJAP_09948,eC_number=3.6.-.-,Name=mnmE_2,dbxref=COG:COG0486,gene=mnmE_2,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q8YN91,locus_tag=KLLDKJAP_09948,product=tRNA modification GTPase MnmE
SEQ_947_12_21,Prodigal:2.6,CDS,29588,30955,ID=KLLDKJAP_09951,Name=dnaA_3,gene=dnaA_3,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P68866,locus_tag=KLLDKJAP_09951,product=Chromosomal replication initiator protein DnaA,NA,NA
SEQ_947_12_21,Prodigal:2.6,CDS,33089,34204,ID=KLLDKJAP_09953,Name=recF_3,dbxref=COG:COG1195,gene=recF_3,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P9WHI9,locus_tag=KLLDKJAP_09953,product=DNA replication and repair protein RecF,NA
SEQ_947_12_21,Prodigal:2.6,CDS,49595,50998,ID=KLLDKJAP_09965,eC_number=3.6.4.12,Name=dnaC_3,dbxref=COG:COG0305,gene=dnaC_3,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P37469,locus_tag=KLLDKJAP_09965,product=Replicative DNA helicase
SEQ_947_12_30,Prodigal:2.6,CDS,1632,2570,ID=KLLDKJAP_10215,Name=repN,gene=repN,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P19529,locus_tag=KLLDKJAP_10215,product=Replication initiation protein,NA,NA
SEQ_947_12_32,Prodigal:2.6,CDS,817,2139,ID=KLLDKJAP_10227,Name=mntH_6,gene=mntH_6,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q99UZ7,locus_tag=KLLDKJAP_10227,product=Divalent metal cation transporter MntH,NA,NA
SEQ_947_12_40,Aragorn:1.2,tRNA,707,778,ID=KLLDKJAP_10255,inference=COORDINATES:profile:Aragorn:1.2,locus_tag=KLLDKJAP_10255,product=tRNA-Met(cat),NA,NA,NA,NA
SEQ_947_12_40,Aragorn:1.2,tRNA,1032,1105,ID=KLLDKJAP_10258,inference=COORDINATES:profile:Aragorn:1.2,locus_tag=KLLDKJAP_10258,product=tRNA-Met(cat),NA,NA,NA,NA
SEQ_947_12_40,Aragorn:1.2,tRNA,1132,1206,ID=KLLDKJAP_10259,inference=COORDINATES:profile:Aragorn:1.2,locus_tag=KLLDKJAP_10259,product=tRNA-Met(cat),NA,NA,NA,NA
Brachy_962_10_4,Aragorn:1.2,tRNA,110228,110303,ID=HHDJLLAI_00285,inference=COORDINATES:profile:Aragorn:1.2,locus_tag=HHDJLLAI_00285,product=tRNA-Met(cat),NA,NA,NA,NA
Brachy_962_10_4,Prodigal:2.6,CDS,316013,317359,ID=HHDJLLAI_00467,eC_number=3.1.1.24,Name=catD_1,dbxref=COG:COG0596,gene=catD_1,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P00632,locus_tag=HHDJLLAI_00467,product=3-oxoadipate enol-lactonase 2
Brachy_962_10_4,Aragorn:1.2,tRNA,478449,478523,ID=HHDJLLAI_00608,inference=COORDINATES:profile:Aragorn:1.2,locus_tag=HHDJLLAI_00608,product=tRNA-Met(cat),NA,NA,NA,NA
Brachy_962_10_6,Prodigal:2.6,CDS,85469,86419,ID=HHDJLLAI_00793,eC_number=1.13.11.2,Name=catE_1,dbxref=COG:COG2514,gene=catE_1,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P54721,locus_tag=HHDJLLAI_00793,product=Catechol-2%2C3-dioxygenase
Brachy_962_10_10,Prodigal:2.6,CDS,10755,11243,ID=HHDJLLAI_01107,eC_number=2.-.-.-,Name=moaE2_1,dbxref=COG:COG0314,gene=moaE2_1,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P9WJR1,locus_tag=HHDJLLAI_01107,product=Molybdopterin synthase catalytic subunit 2
Brachy_962_10_11,Prodigal:2.6,CDS,86986,87426,ID=HHDJLLAI_01299,Name=glbO_1,dbxref=COG:COG2346,gene=glbO_1,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P9WN23,locus_tag=HHDJLLAI_01299,product=Group 2 truncated hemoglobin GlbO,NA
Brachy_962_10_11,Prodigal:2.6,CDS,279818,280729,ID=HHDJLLAI_01473,Name=czcD_1,gene=czcD_1,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P13512,locus_tag=HHDJLLAI_01473,product=Metal cation efflux system protein CzcD,NA,NA
Brachy_962_10_14,Prodigal:2.6,CDS,4069,5394,ID=HHDJLLAI_01763,Name=rarA_1,dbxref=COG:COG2256,gene=rarA_1,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P0AAZ4,locus_tag=HHDJLLAI_01763,product=Replication-associated recombination protein A,NA
Brachy_962_10_14,Prodigal:2.6,CDS,53924,55636,ID=HHDJLLAI_01805,eC_number=3.6.-.-,Name=mnmE_1,gene=mnmE_1,inference=ab initio prediction:Prodigal:2.6,protein motif:HAMAP:MF_00379,locus_tag=HHDJLLAI_01805,product=tRNA modification GTPase MnmE,NA
Brachy_962_10_15,Prodigal:2.6,CDS,41454,43151,ID=HHDJLLAI_01956,Name=dnaA_1,gene=dnaA_1,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q9ZH75,locus_tag=HHDJLLAI_01956,product=Chromosomal replication initiator protein DnaA,NA,NA
Brachy_962_10_15,Prodigal:2.6,CDS,44813,46078,ID=HHDJLLAI_01958,Name=recF_1,dbxref=COG:COG1195,gene=recF_1,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P9WHI9,locus_tag=HHDJLLAI_01958,product=DNA replication and repair protein RecF,NA
Brachy_962_10_20,Aragorn:1.2,tRNA,122890,122966,ID=HHDJLLAI_02479,inference=COORDINATES:profile:Aragorn:1.2,locus_tag=HHDJLLAI_02479,product=tRNA-Met(cat),NA,NA,NA,NA
Brachy_962_10_23,Prodigal:2.6,CDS,2167,3591,ID=HHDJLLAI_02582,Name=mntH_1,gene=mntH_1,inference=ab initio prediction:Prodigal:2.6,protein motif:HAMAP:MF_00221,locus_tag=HHDJLLAI_02582,product=Divalent metal cation transporter MntH,NA,NA
Brachy_962_10_32,Prodigal:2.6,CDS,78454,79860,ID=HHDJLLAI_02853,eC_number=3.6.4.12,Name=dnaB_1,dbxref=COG:COG0305,gene=dnaB_1,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P9WMR3,locus_tag=HHDJLLAI_02853,product=Replicative DNA helicase
Brachy_962_10_34,Aragorn:1.2,tRNA,16124,16198,ID=HHDJLLAI_02922,inference=COORDINATES:profile:Aragorn:1.2,locus_tag=HHDJLLAI_02922,product=tRNA-Met(cat),NA,NA,NA,NA
Brachy_962_10_34,Prodigal:2.6,CDS,71087,72034,ID=HHDJLLAI_02966,Name=tagG_1,dbxref=COG:COG1682,gene=tagG_1,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P42953,locus_tag=HHDJLLAI_02966,product=Teichoic acid translocation permease protein TagG,NA
Brevi_962_8,Aragorn:1.2,tRNA,90,164,ID=HHDJLLAI_03580,inference=COORDINATES:profile:Aragorn:1.2,locus_tag=HHDJLLAI_03580,product=tRNA-Met(cat),NA,NA,NA,NA
Brevi_962_8,Prodigal:2.6,CDS,57602,58003,ID=HHDJLLAI_03636,Name=glbO_2,dbxref=COG:COG2346,gene=glbO_2,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P9WN23,locus_tag=HHDJLLAI_03636,product=Group 2 truncated hemoglobin GlbO,NA
Brevi_962_8_3,Aragorn:1.2,tRNA,174,248,ID=HHDJLLAI_03771,inference=COORDINATES:profile:Aragorn:1.2,locus_tag=HHDJLLAI_03771,product=tRNA-Met(cat),NA,NA,NA,NA
Brevi_962_8_3,Prodigal:2.6,CDS,60352,61119,ID=HHDJLLAI_03819,eC_number=3.1.1.24,Name=catD_2,dbxref=COG:COG0596,gene=catD_2,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P00632,locus_tag=HHDJLLAI_03819,product=3-oxoadipate enol-lactonase 2
Brevi_962_8_3,Prodigal:2.6,CDS,382412,383365,ID=HHDJLLAI_04134,eC_number=1.13.11.2,Name=catE_2,dbxref=COG:COG2514,gene=catE_2,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P54721,locus_tag=HHDJLLAI_04134,product=Catechol-2%2C3-dioxygenase
Brevi_962_8_3,Prodigal:2.6,CDS,442288,443613,ID=HHDJLLAI_04182,Name=mntH_2,gene=mntH_2,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q99UZ7,locus_tag=HHDJLLAI_04182,product=Divalent metal cation transporter MntH,NA,NA
Brevi_962_8_4,Prodigal:2.6,CDS,57007,58131,ID=HHDJLLAI_04294,Name=recF_2,dbxref=COG:COG1195,gene=recF_2,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P9WHI9,locus_tag=HHDJLLAI_04294,product=DNA replication and repair protein RecF,NA
Brevi_962_8_4,Prodigal:2.6,CDS,59813,61447,ID=HHDJLLAI_04296,Name=dnaA_2,dbxref=COG:COG0593,gene=dnaA_2,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:A0R7K1,locus_tag=HHDJLLAI_04296,product=Chromosomal replication initiator protein DnaA,NA
Brevi_962_8_5,Prodigal:2.6,CDS,170601,171872,ID=HHDJLLAI_04480,Name=pucR_1,dbxref=COG:COG2508,gene=pucR_1,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:O32138,locus_tag=HHDJLLAI_04480,product=Purine catabolism regulatory protein,NA
Brevi_962_8_5,Prodigal:2.6,CDS,181633,182943,ID=HHDJLLAI_04492,Name=mntH_3,dbxref=COG:COG1914,gene=mntH_3,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P96593,locus_tag=HHDJLLAI_04492,product=Divalent metal cation transporter MntH,NA
Brevi_962_8_5,Prodigal:2.6,CDS,307474,308733,ID=HHDJLLAI_04606,Name=mntH_4,dbxref=COG:COG1914,gene=mntH_4,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P9WIZ5,locus_tag=HHDJLLAI_04606,product=Divalent metal cation transporter MntH,NA
Brevi_962_8_5,Prodigal:2.6,CDS,421854,423197,ID=HHDJLLAI_04708,Name=rarA_2,dbxref=COG:COG2256,gene=rarA_2,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P0AAZ4,locus_tag=HHDJLLAI_04708,product=Replication-associated recombination protein A,NA
Brevi_962_8_5,Prodigal:2.6,CDS,434726,435583,ID=HHDJLLAI_04720,Name=tagG_2,dbxref=COG:COG1682,gene=tagG_2,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P42953,locus_tag=HHDJLLAI_04720,product=Teichoic acid translocation permease protein TagG,NA
Brevi_962_8_7,Prodigal:2.6,CDS,98364,99992,ID=HHDJLLAI_05175,eC_number=2.2.1.6,Name=budB,dbxref=COG:COG0028,gene=budB,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P27696,locus_tag=HHDJLLAI_05175,product=Acetolactate synthase%2C catabolic
Brevi_962_8_12,Prodigal:2.6,CDS,68655,70373,ID=HHDJLLAI_05687,Name=pucR_2,dbxref=COG:COG2508,gene=pucR_2,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:O32138,locus_tag=HHDJLLAI_05687,product=Purine catabolism regulatory protein,NA
