Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome Fragment,Order within Fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,Brachy_341_9.fa,Brachy_738_10.fa,Brachy_862_8.fa,Brachy_876_9.fa,Brachy_900_8.fa,Brachy_908_11.fa,Brachy_947_11.fa,Brachy_962_10.fa,Brachy_JB7.fa,Brevi_341_13.fa,Brevi_738_8.fa,Brevi_862_7.fa,Brevi_876_7.fa,Brevi_900_6.fa,Brevi_908_7.fa,Brevi_947_7.fa,Brevi_962_8.fa,Brevi_JB5.fa,SEQ_341_10.fa,SEQ_738_7.fa,SEQ_862_5.fa,SEQ_876_5.fa,SEQ_900_4.fa,SEQ_908_10.fa,SEQ_947_12.fa,SEQ_962_6.fa,SEQ_JB9.fa
ilvE_1,,Branched-chain-amino-acid aminotransferase,9,9,1,1,6661,1,7303,,896,896,896,Brachy_341_9.fa_00368,Brachy_738_10.fa_00420,Brachy_862_8.fa_03048,Brachy_876_9.fa_00689,Brachy_900_8.fa_03159,Brachy_908_11.fa_01199,Brachy_947_11.fa_03272,Brachy_962_10.fa_02507,Brachy_JB7.fa_02150,,,,,,,,,,,,,,,,,,
sorC_2,,Sorbitol operon regulator,9,9,1,1,6662,1,7304,,956,956,956,Brachy_341_9.fa_00369,Brachy_738_10.fa_00421,Brachy_862_8.fa_03047,Brachy_876_9.fa_00688,Brachy_900_8.fa_03158,Brachy_908_11.fa_01198,Brachy_947_11.fa_03273,Brachy_962_10.fa_02506,Brachy_JB7.fa_02149,,,,,,,,,,,,,,,,,,
rppH_3,,RNA pyrophosphohydrolase,9,9,1,1,6664,1,7306,,467,467,467,Brachy_341_9.fa_00371,Brachy_738_10.fa_00423,Brachy_862_8.fa_03045,Brachy_876_9.fa_00686,Brachy_900_8.fa_03156,Brachy_908_11.fa_01196,Brachy_947_11.fa_03275,Brachy_962_10.fa_02504,Brachy_JB7.fa_02147,,,,,,,,,,,,,,,,,,
group_4279,,hypothetical protein,9,9,1,1,6668,1,7311,,332,332,332,Brachy_341_9.fa_00375,Brachy_738_10.fa_01705,Brachy_862_8.fa_03509,Brachy_876_9.fa_00682,Brachy_900_8.fa_03152,Brachy_908_11.fa_01192,Brachy_947_11.fa_03279,Brachy_962_10.fa_02500,Brachy_JB7.fa_00533,,,,,,,,,,,,,,,,,,
group_428,,hypothetical protein,9,9,1,1,7870,1,9250,,812,812,812,,,,,,,,,,Brevi_341_13.fa_02202,Brevi_738_8.fa_02831,Brevi_862_7.fa_03467,Brevi_876_7.fa_01360,Brevi_900_6.fa_03013,Brevi_908_7.fa_00735,Brevi_947_7.fa_03443,Brevi_962_8.fa_01999,Brevi_JB5.fa_03613,,,,,,,,,
group_4280,,hypothetical protein,9,9,1,1,6670,1,7313,,602,602,602,Brachy_341_9.fa_00377,Brachy_738_10.fa_01703,Brachy_862_8.fa_03507,Brachy_876_9.fa_00680,Brachy_900_8.fa_03150,Brachy_908_11.fa_01190,Brachy_947_11.fa_03281,Brachy_962_10.fa_02498,Brachy_JB7.fa_00535,,,,,,,,,,,,,,,,,,
group_4281,ykfC,Gamma-D-glutamyl-L-lysine dipeptidyl-peptidase,9,9,1,1,6671,1,7314,,1127,1127,1127,Brachy_341_9.fa_00378,Brachy_738_10.fa_01702,Brachy_862_8.fa_03506,Brachy_876_9.fa_00679,Brachy_900_8.fa_03149,Brachy_908_11.fa_01189,Brachy_947_11.fa_03282,Brachy_962_10.fa_02497,Brachy_JB7.fa_00536,,,,,,,,,,,,,,,,,,
group_4282,,hypothetical protein,9,9,1,1,6673,1,7316,,1151,1151,1151,Brachy_341_9.fa_00380,Brachy_738_10.fa_01700,Brachy_862_8.fa_03504,Brachy_876_9.fa_00677,Brachy_900_8.fa_03147,Brachy_908_11.fa_01187,Brachy_947_11.fa_03284,Brachy_962_10.fa_02495,Brachy_JB7.fa_00538,,,,,,,,,,,,,,,,,,
group_4283,,hypothetical protein,9,9,1,1,6674,1,7317,,320,320,320,Brachy_341_9.fa_00381,Brachy_738_10.fa_01699,Brachy_862_8.fa_03503,Brachy_876_9.fa_00676,Brachy_900_8.fa_03146,Brachy_908_11.fa_01186,Brachy_947_11.fa_03285,Brachy_962_10.fa_02494,Brachy_JB7.fa_00539,,,,,,,,,,,,,,,,,,
group_4284,,hypothetical protein,9,9,1,1,6675,1,7318,,983,983,983,Brachy_341_9.fa_00382,Brachy_738_10.fa_01698,Brachy_862_8.fa_03502,Brachy_876_9.fa_00675,Brachy_900_8.fa_03145,Brachy_908_11.fa_01185,Brachy_947_11.fa_03286,Brachy_962_10.fa_02493,Brachy_JB7.fa_00540,,,,,,,,,,,,,,,,,,
group_4285,gabD,Succinate-semialdehyde dehydrogenase [NADP(+)] GabD,9,9,1,1,6676,1,7319,,1487,1487,1487,Brachy_341_9.fa_00383,Brachy_738_10.fa_01697,Brachy_862_8.fa_03501,Brachy_876_9.fa_00674,Brachy_900_8.fa_03144,Brachy_908_11.fa_01184,Brachy_947_11.fa_03287,Brachy_962_10.fa_02492,Brachy_JB7.fa_00541,,,,,,,,,,,,,,,,,,
group_4286,cstA,Peptide transporter CstA,9,9,1,1,6677,1,7322,,2354,2354,2354,Brachy_341_9.fa_00384,Brachy_738_10.fa_01696,Brachy_862_8.fa_03500,Brachy_876_9.fa_00673,Brachy_900_8.fa_03143,Brachy_908_11.fa_01183,Brachy_947_11.fa_03288,Brachy_962_10.fa_02491,Brachy_JB7.fa_00542,,,,,,,,,,,,,,,,,,
group_429,,Putative monooxygenase,9,9,1,1,7806,1,9176,,968,989,982,,,,,,,,,,Brevi_341_13.fa_02264,Brevi_738_8.fa_02764,Brevi_862_7.fa_03405,Brevi_876_7.fa_01422,Brevi_900_6.fa_03075,Brevi_908_7.fa_00797,Brevi_947_7.fa_02907,Brevi_962_8.fa_01937,Brevi_JB5.fa_03675,,,,,,,,,
rclA,,putative pyridine nucleotide-disulfide oxidoreductase RclA,9,9,1,1,6683,1,7331,,1430,1430,1430,Brachy_341_9.fa_00393,Brachy_738_10.fa_01693,Brachy_862_8.fa_03497,Brachy_876_9.fa_00670,Brachy_900_8.fa_03218,Brachy_908_11.fa_01180,Brachy_947_11.fa_03291,Brachy_962_10.fa_02488,Brachy_JB7.fa_00545,,,,,,,,,,,,,,,,,,
group_4295,,hypothetical protein,9,9,1,1,6684,1,7332,,1529,1529,1529,Brachy_341_9.fa_00394,Brachy_738_10.fa_01692,Brachy_862_8.fa_03496,Brachy_876_9.fa_00669,Brachy_900_8.fa_03219,Brachy_908_11.fa_01179,Brachy_947_11.fa_03292,Brachy_962_10.fa_02487,Brachy_JB7.fa_00546,,,,,,,,,,,,,,,,,,
group_4296,,hypothetical protein,9,9,1,1,6685,1,7333,,335,335,335,Brachy_341_9.fa_00395,Brachy_738_10.fa_01691,Brachy_862_8.fa_03495,Brachy_876_9.fa_00668,Brachy_900_8.fa_03220,Brachy_908_11.fa_01178,Brachy_947_11.fa_03293,Brachy_962_10.fa_02486,Brachy_JB7.fa_00547,,,,,,,,,,,,,,,,,,
sglT,,Sodium/glucose cotransporter,9,9,1,1,6686,1,7335,,1697,1697,1697,Brachy_341_9.fa_00396,Brachy_738_10.fa_01690,Brachy_862_8.fa_03494,Brachy_876_9.fa_00667,Brachy_900_8.fa_03221,Brachy_908_11.fa_01177,Brachy_947_11.fa_03294,Brachy_962_10.fa_02485,Brachy_JB7.fa_00548,,,,,,,,,,,,,,,,,,
lacF_14,,Lactose transport system permease protein LacF,9,9,1,1,6688,1,7337,,884,884,884,Brachy_341_9.fa_00398,Brachy_738_10.fa_01688,Brachy_862_8.fa_03492,Brachy_876_9.fa_00665,Brachy_900_8.fa_03223,Brachy_908_11.fa_03453,Brachy_947_11.fa_03296,Brachy_962_10.fa_02483,Brachy_JB7.fa_00550,,,,,,,,,,,,,,,,,,
araQ_24,,L-arabinose transport system permease protein AraQ,9,9,1,1,6689,1,7338,,959,959,959,Brachy_341_9.fa_00399,Brachy_738_10.fa_01687,Brachy_862_8.fa_03491,Brachy_876_9.fa_00664,Brachy_900_8.fa_03224,Brachy_908_11.fa_03452,Brachy_947_11.fa_03297,Brachy_962_10.fa_02482,Brachy_JB7.fa_00551,,,,,,,,,,,,,,,,,,
group_4300,,hypothetical protein,9,9,1,1,6690,1,7339,,1343,1343,1343,Brachy_341_9.fa_00400,Brachy_738_10.fa_01686,Brachy_862_8.fa_03490,Brachy_876_9.fa_00663,Brachy_900_8.fa_03225,Brachy_908_11.fa_03451,Brachy_947_11.fa_03298,Brachy_962_10.fa_02481,Brachy_JB7.fa_00552,,,,,,,,,,,,,,,,,,
group_4301,,Beta-galactosidase,9,9,1,1,6692,1,7341,,2009,2009,2009,Brachy_341_9.fa_00401,Brachy_738_10.fa_01685,Brachy_862_8.fa_03489,Brachy_876_9.fa_00662,Brachy_900_8.fa_03226,Brachy_908_11.fa_03450,Brachy_947_11.fa_03299,Brachy_962_10.fa_02480,Brachy_JB7.fa_00553,,,,,,,,,,,,,,,,,,
bga_2,,Beta-galactosidase,9,9,1,1,6693,1,7342,,1916,1916,1916,Brachy_341_9.fa_00402,Brachy_738_10.fa_03511,Brachy_862_8.fa_02272,Brachy_876_9.fa_00813,Brachy_900_8.fa_02810,Brachy_908_11.fa_02455,Brachy_947_11.fa_03037,Brachy_962_10.fa_00607,Brachy_JB7.fa_03130,,,,,,,,,,,,,,,,,,
lipO_5,,Lipoprotein LipO,9,9,1,1,6694,1,7343,,1634,1634,1634,Brachy_341_9.fa_00403,Brachy_738_10.fa_03510,Brachy_862_8.fa_02273,Brachy_876_9.fa_00814,Brachy_900_8.fa_02809,Brachy_908_11.fa_02456,Brachy_947_11.fa_03038,Brachy_962_10.fa_00608,Brachy_JB7.fa_01220,,,,,,,,,,,,,,,,,,
yteP_3,,putative multiple-sugar transport system permease YteP,9,9,1,1,6697,1,7345,,1025,1025,1025,Brachy_341_9.fa_00405,Brachy_738_10.fa_01739,Brachy_862_8.fa_02275,Brachy_876_9.fa_00816,Brachy_900_8.fa_02807,Brachy_908_11.fa_02458,Brachy_947_11.fa_03040,Brachy_962_10.fa_00610,Brachy_JB7.fa_01222,,,,,,,,,,,,,,,,,,
yteT_2,,Putative oxidoreductase YteT,9,9,1,1,6698,1,7346,,1172,1172,1172,Brachy_341_9.fa_00406,Brachy_738_10.fa_01740,Brachy_862_8.fa_02276,Brachy_876_9.fa_00817,Brachy_900_8.fa_02806,Brachy_908_11.fa_02459,Brachy_947_11.fa_03041,Brachy_962_10.fa_00611,Brachy_JB7.fa_01223,,,,,,,,,,,,,,,,,,
ykgO,,50S ribosomal protein L36 2,9,9,1,1,6703,1,7351,,125,125,125,Brachy_341_9.fa_00410,Brachy_738_10.fa_01744,Brachy_862_8.fa_02280,Brachy_876_9.fa_00821,Brachy_900_8.fa_02802,Brachy_908_11.fa_02463,Brachy_947_11.fa_03045,Brachy_962_10.fa_00615,Brachy_JB7.fa_01227,,,,,,,,,,,,,,,,,,
group_4308,rpsN,30S ribosomal protein S14,9,9,1,1,6705,1,7353,,305,305,305,Brachy_341_9.fa_00412,Brachy_738_10.fa_01746,Brachy_862_8.fa_02282,Brachy_876_9.fa_00823,Brachy_900_8.fa_02800,Brachy_908_11.fa_02465,Brachy_947_11.fa_03047,Brachy_962_10.fa_00617,Brachy_JB7.fa_01229,,,,,,,,,,,,,,,,,,
rpmG2_1,,50S ribosomal protein L33 2,9,9,1,1,6706,1,7354,,167,167,167,Brachy_341_9.fa_00413,Brachy_738_10.fa_01747,Brachy_862_8.fa_02283,Brachy_876_9.fa_00824,Brachy_900_8.fa_02799,Brachy_908_11.fa_02466,Brachy_947_11.fa_03048,Brachy_962_10.fa_00618,Brachy_JB7.fa_01230,,,,,,,,,,,,,,,,,,
rpmB_2,,50S ribosomal protein L28,9,9,1,1,6707,1,7355,,236,236,236,Brachy_341_9.fa_00414,Brachy_738_10.fa_01748,Brachy_862_8.fa_02284,Brachy_876_9.fa_00825,Brachy_900_8.fa_02798,Brachy_908_11.fa_02467,Brachy_947_11.fa_03049,Brachy_962_10.fa_00619,Brachy_JB7.fa_01231,,,,,,,,,,,,,,,,,,
yciC_1,,Putative metal chaperone YciC,9,9,1,1,6708,1,7356,,1121,1121,1121,Brachy_341_9.fa_00415,Brachy_738_10.fa_01749,Brachy_862_8.fa_02285,Brachy_876_9.fa_00826,Brachy_900_8.fa_02797,Brachy_908_11.fa_02468,Brachy_947_11.fa_03050,Brachy_962_10.fa_00620,Brachy_JB7.fa_01232,,,,,,,,,,,,,,,,,,
sacC,,Levanase,9,9,1,1,6711,1,7359,,1421,1421,1421,Brachy_341_9.fa_00418,Brachy_738_10.fa_01752,Brachy_862_8.fa_02288,Brachy_876_9.fa_00829,Brachy_900_8.fa_02794,Brachy_908_11.fa_02471,Brachy_947_11.fa_03053,Brachy_962_10.fa_00623,Brachy_JB7.fa_01235,,,,,,,,,,,,,,,,,,
lipO_3,,Lipoprotein LipO,9,9,1,1,6712,1,7360,,1586,1586,1586,Brachy_341_9.fa_00419,Brachy_738_10.fa_01753,Brachy_862_8.fa_02289,Brachy_876_9.fa_00830,Brachy_900_8.fa_02793,Brachy_908_11.fa_02472,Brachy_947_11.fa_03054,Brachy_962_10.fa_00624,Brachy_JB7.fa_01236,,,,,,,,,,,,,,,,,,
cytR_3,,HTH-type transcriptional repressor CytR,9,9,1,1,6715,1,7363,,1013,1013,1013,Brachy_341_9.fa_00422,Brachy_738_10.fa_01756,Brachy_862_8.fa_02293,Brachy_876_9.fa_00833,Brachy_900_8.fa_02790,Brachy_908_11.fa_02475,Brachy_947_11.fa_03057,Brachy_962_10.fa_00627,Brachy_JB7.fa_01239,,,,,,,,,,,,,,,,,,
group_4315,,hypothetical protein,9,9,1,1,6716,1,7364,,593,596,594,Brachy_341_9.fa_00423,Brachy_738_10.fa_01757,Brachy_862_8.fa_02294,Brachy_876_9.fa_00834,Brachy_900_8.fa_02789,Brachy_908_11.fa_02476,Brachy_947_11.fa_03058,Brachy_962_10.fa_00628,Brachy_JB7.fa_01240,,,,,,,,,,,,,,,,,,
rpmE2_3,,50S ribosomal protein L31 type B,9,9,1,1,6718,1,7366,,305,305,305,Brachy_341_9.fa_00425,Brachy_738_10.fa_01759,Brachy_862_8.fa_02296,Brachy_876_9.fa_00836,Brachy_900_8.fa_02787,Brachy_908_11.fa_02478,Brachy_947_11.fa_03060,Brachy_962_10.fa_00630,Brachy_JB7.fa_01242,,,,,,,,,,,,,,,,,,
group_4317,,hypothetical protein,9,9,1,1,6719,1,7367,,956,956,956,Brachy_341_9.fa_00426,Brachy_738_10.fa_01760,Brachy_862_8.fa_02297,Brachy_876_9.fa_00837,Brachy_900_8.fa_02786,Brachy_908_11.fa_02479,Brachy_947_11.fa_03061,Brachy_962_10.fa_00631,Brachy_JB7.fa_01243,,,,,,,,,,,,,,,,,,
group_4318,,hypothetical protein,9,9,1,1,6720,1,7368,,356,356,356,Brachy_341_9.fa_00427,Brachy_738_10.fa_01761,Brachy_862_8.fa_02298,Brachy_876_9.fa_00838,Brachy_900_8.fa_02785,Brachy_908_11.fa_02480,Brachy_947_11.fa_03062,Brachy_962_10.fa_00632,Brachy_JB7.fa_01244,,,,,,,,,,,,,,,,,,
menG_3,,Demethylmenaquinone methyltransferase,9,9,1,1,6721,1,7369,,728,728,728,Brachy_341_9.fa_00428,Brachy_738_10.fa_01762,Brachy_862_8.fa_02299,Brachy_876_9.fa_00839,Brachy_900_8.fa_02784,Brachy_908_11.fa_02481,Brachy_947_11.fa_03063,Brachy_962_10.fa_00633,Brachy_JB7.fa_01245,,,,,,,,,,,,,,,,,,
hmuV_2,,Hemin import ATP-binding protein HmuV,9,9,1,1,6722,1,7370,,962,962,962,Brachy_341_9.fa_00429,Brachy_738_10.fa_01763,Brachy_862_8.fa_02300,Brachy_876_9.fa_00840,Brachy_900_8.fa_02783,Brachy_908_11.fa_02482,Brachy_947_11.fa_03064,Brachy_962_10.fa_00634,Brachy_JB7.fa_01246,,,,,,,,,,,,,,,,,,
hmuU_3,,Hemin transport system permease protein HmuU,9,9,1,1,6724,1,7372,,1211,1211,1211,Brachy_341_9.fa_00431,Brachy_738_10.fa_01765,Brachy_862_8.fa_02302,Brachy_876_9.fa_00842,Brachy_900_8.fa_02781,Brachy_908_11.fa_02484,Brachy_947_11.fa_03066,Brachy_962_10.fa_00636,Brachy_JB7.fa_02838,,,,,,,,,,,,,,,,,,
betI,,HTH-type transcriptional regulator BetI,9,9,1,1,6726,1,7374,,698,698,698,Brachy_341_9.fa_00433,Brachy_738_10.fa_01767,Brachy_862_8.fa_02304,Brachy_876_9.fa_00844,Brachy_900_8.fa_02779,Brachy_908_11.fa_02486,Brachy_947_11.fa_03068,Brachy_962_10.fa_00638,Brachy_JB7.fa_02840,,,,,,,,,,,,,,,,,,
group_4323,,putative protein,9,9,1,1,6727,1,7375,,872,872,872,Brachy_341_9.fa_00434,Brachy_738_10.fa_01768,Brachy_862_8.fa_02305,Brachy_876_9.fa_00845,Brachy_900_8.fa_02778,Brachy_908_11.fa_02487,Brachy_947_11.fa_03069,Brachy_962_10.fa_00639,Brachy_JB7.fa_02841,,,,,,,,,,,,,,,,,,
nupX,,Putative nucleoside permease NupX,9,9,1,1,6729,1,7377,,1412,1421,1420,Brachy_341_9.fa_00436,Brachy_738_10.fa_01770,Brachy_862_8.fa_02307,Brachy_876_9.fa_00847,Brachy_900_8.fa_02776,Brachy_908_11.fa_02489,Brachy_947_11.fa_03071,Brachy_962_10.fa_00641,Brachy_JB7.fa_02843,,,,,,,,,,,,,,,,,,
tenA_1,,Aminopyrimidine aminohydrolase,9,9,1,1,6730,1,7378,,662,662,662,Brachy_341_9.fa_00437,Brachy_738_10.fa_01771,Brachy_862_8.fa_02308,Brachy_876_9.fa_00848,Brachy_900_8.fa_02775,Brachy_908_11.fa_02490,Brachy_947_11.fa_03072,Brachy_962_10.fa_00642,Brachy_JB7.fa_02844,,,,,,,,,,,,,,,,,,
group_4326,tenA_2,Aminopyrimidine aminohydrolase,9,9,1,1,6731,1,7379,,662,662,662,Brachy_341_9.fa_00438,Brachy_738_10.fa_01772,Brachy_862_8.fa_02309,Brachy_876_9.fa_00849,Brachy_900_8.fa_02774,Brachy_908_11.fa_02491,Brachy_947_11.fa_03073,Brachy_962_10.fa_00643,Brachy_JB7.fa_02845,,,,,,,,,,,,,,,,,,
afr_4,,"1,5-anhydro-D-fructose reductase",9,9,1,1,6732,1,7380,,1115,1115,1115,Brachy_341_9.fa_00439,Brachy_738_10.fa_01773,Brachy_862_8.fa_02310,Brachy_876_9.fa_00850,Brachy_900_8.fa_02773,Brachy_908_11.fa_03205,Brachy_947_11.fa_02240,Brachy_962_10.fa_00644,Brachy_JB7.fa_01078,,,,,,,,,,,,,,,,,,
iolE_6,,Inosose dehydratase,9,9,1,1,6733,1,7381,,746,746,746,Brachy_341_9.fa_00440,Brachy_738_10.fa_01774,Brachy_862_8.fa_02311,Brachy_876_9.fa_00851,Brachy_900_8.fa_02772,Brachy_908_11.fa_03206,Brachy_947_11.fa_02239,Brachy_962_10.fa_00645,Brachy_JB7.fa_01077,,,,,,,,,,,,,,,,,,
group_4329,ycjP_2,Inner membrane ABC transporter permease protein YcjP,9,9,1,1,6734,1,7382,,839,839,839,Brachy_341_9.fa_00441,Brachy_738_10.fa_01775,Brachy_862_8.fa_02312,Brachy_876_9.fa_00852,Brachy_900_8.fa_02771,Brachy_908_11.fa_03207,Brachy_947_11.fa_02238,Brachy_962_10.fa_00646,Brachy_JB7.fa_01076,,,,,,,,,,,,,,,,,,
group_433,gpmA,"2,3-bisphosphoglycerate-dependent phosphoglycerate mutase",9,9,1,1,10213,1,10673,,743,872,793,,,,,,,,,,Brevi_341_13.fa_02399,Brevi_738_8.fa_01800,Brevi_862_7.fa_00952,Brevi_876_7.fa_02111,Brevi_900_6.fa_00558,Brevi_908_7.fa_00219,Brevi_947_7.fa_00830,Brevi_962_8.fa_02343,Brevi_JB5.fa_01665,,,,,,,,,
ycjO_1,,Inner membrane ABC transporter permease protein YcjO,9,9,1,1,6735,1,7383,,977,977,977,Brachy_341_9.fa_00442,Brachy_738_10.fa_01776,Brachy_862_8.fa_02313,Brachy_876_9.fa_00853,Brachy_900_8.fa_02770,Brachy_908_11.fa_03208,Brachy_947_11.fa_02237,Brachy_962_10.fa_00647,Brachy_JB7.fa_01075,,,,,,,,,,,,,,,,,,
msmE_4,,Multiple sugar-binding protein,9,9,1,1,6736,1,7384,,1310,1310,1310,Brachy_341_9.fa_00443,Brachy_738_10.fa_01777,Brachy_862_8.fa_02314,Brachy_876_9.fa_00854,Brachy_900_8.fa_02769,Brachy_908_11.fa_03209,Brachy_947_11.fa_02236,Brachy_962_10.fa_00648,Brachy_JB7.fa_01074,,,,,,,,,,,,,,,,,,
cytR_6,,HTH-type transcriptional repressor CytR,9,9,1,1,6737,1,7385,,1121,1121,1121,Brachy_341_9.fa_00444,Brachy_738_10.fa_01778,Brachy_862_8.fa_02315,Brachy_876_9.fa_00855,Brachy_900_8.fa_02768,Brachy_908_11.fa_03210,Brachy_947_11.fa_02235,Brachy_962_10.fa_00649,Brachy_JB7.fa_01073,,,,,,,,,,,,,,,,,,
ubiG_2,,Ubiquinone biosynthesis O-methyltransferase,9,9,1,1,6739,1,7387,,704,704,704,Brachy_341_9.fa_00446,Brachy_738_10.fa_01780,Brachy_862_8.fa_02317,Brachy_876_9.fa_00857,Brachy_900_8.fa_02766,Brachy_908_11.fa_03212,Brachy_947_11.fa_02233,Brachy_962_10.fa_00651,Brachy_JB7.fa_01071,,,,,,,,,,,,,,,,,,
group_4334,,Alpha-pyrone synthesis polyketide synthase-like Pks18,9,9,1,1,6740,1,7388,,1226,1226,1226,Brachy_341_9.fa_00447,Brachy_738_10.fa_01781,Brachy_862_8.fa_02318,Brachy_876_9.fa_00858,Brachy_900_8.fa_02765,Brachy_908_11.fa_03213,Brachy_947_11.fa_02232,Brachy_962_10.fa_00652,Brachy_JB7.fa_01070,,,,,,,,,,,,,,,,,,
group_4335,,hypothetical protein,9,9,1,1,6741,1,7389,,884,884,884,Brachy_341_9.fa_00448,Brachy_738_10.fa_01782,Brachy_862_8.fa_02319,Brachy_876_9.fa_00859,Brachy_900_8.fa_02764,Brachy_908_11.fa_03214,Brachy_947_11.fa_02231,Brachy_962_10.fa_00653,Brachy_JB7.fa_01069,,,,,,,,,,,,,,,,,,
group_4336,,hypothetical protein,9,9,1,1,6742,1,7390,,308,308,308,Brachy_341_9.fa_00449,Brachy_738_10.fa_01783,Brachy_862_8.fa_02320,Brachy_876_9.fa_00860,Brachy_900_8.fa_02763,Brachy_908_11.fa_03215,Brachy_947_11.fa_02230,Brachy_962_10.fa_00654,Brachy_JB7.fa_01068,,,,,,,,,,,,,,,,,,
group_4337,,hypothetical protein,9,9,1,1,6743,1,7391,,353,353,353,Brachy_341_9.fa_00450,Brachy_738_10.fa_01784,Brachy_862_8.fa_02321,Brachy_876_9.fa_00861,Brachy_900_8.fa_02762,Brachy_908_11.fa_03216,Brachy_947_11.fa_02229,Brachy_962_10.fa_00655,Brachy_JB7.fa_01067,,,,,,,,,,,,,,,,,,
carA2,,zeta-carotene-forming phytoene desaturase,9,9,1,1,6744,1,7392,,1718,1718,1718,Brachy_341_9.fa_00451,Brachy_738_10.fa_01785,Brachy_862_8.fa_02322,Brachy_876_9.fa_00862,Brachy_900_8.fa_02761,Brachy_908_11.fa_03217,Brachy_947_11.fa_02228,Brachy_962_10.fa_00656,Brachy_JB7.fa_01066,,,,,,,,,,,,,,,,,,
group_4339,,3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase,9,9,1,1,6747,1,7395,,1613,1613,1613,Brachy_341_9.fa_00454,Brachy_738_10.fa_01788,Brachy_862_8.fa_02325,Brachy_876_9.fa_00865,Brachy_900_8.fa_02758,Brachy_908_11.fa_03220,Brachy_947_11.fa_02225,Brachy_962_10.fa_00659,Brachy_JB7.fa_02419,,,,,,,,,,,,,,,,,,
group_434,,putative protein,9,9,1,1,10223,1,10684,,1148,1202,1190,,,,,,,,,,Brevi_341_13.fa_02410,Brevi_738_8.fa_01789,Brevi_862_7.fa_00941,Brevi_876_7.fa_02122,Brevi_900_6.fa_00569,Brevi_908_7.fa_00208,Brevi_947_7.fa_00841,Brevi_962_8.fa_02332,Brevi_JB5.fa_01676,,,,,,,,,
group_4340,,hypothetical protein,9,9,1,1,6749,1,7397,,518,518,518,Brachy_341_9.fa_00456,Brachy_738_10.fa_01790,Brachy_862_8.fa_02327,Brachy_876_9.fa_00867,Brachy_900_8.fa_02756,Brachy_908_11.fa_03222,Brachy_947_11.fa_02223,Brachy_962_10.fa_00661,Brachy_JB7.fa_02417,,,,,,,,,,,,,,,,,,
group_4343,ceo,N(5)-(carboxyethyl)ornithine synthase,9,9,1,1,6761,1,7409,,1139,1139,1139,Brachy_341_9.fa_00462,Brachy_738_10.fa_01798,Brachy_862_8.fa_02336,Brachy_876_9.fa_00875,Brachy_900_8.fa_02750,Brachy_908_11.fa_03229,Brachy_947_11.fa_02217,Brachy_962_10.fa_00669,Brachy_JB7.fa_02410,,,,,,,,,,,,,,,,,,
group_4344,yabJ,2-iminobutanoate/2-iminopropanoate deaminase,9,9,1,1,6762,1,7410,,380,380,380,Brachy_341_9.fa_00463,Brachy_738_10.fa_01799,Brachy_862_8.fa_02337,Brachy_876_9.fa_00876,Brachy_900_8.fa_02749,Brachy_908_11.fa_03230,Brachy_947_11.fa_02216,Brachy_962_10.fa_00670,Brachy_JB7.fa_02409,,,,,,,,,,,,,,,,,,
group_4345,,D-threonine aldolase,9,9,1,1,6768,1,7416,,1244,1244,1244,Brachy_341_9.fa_00468,Brachy_738_10.fa_01804,Brachy_862_8.fa_02342,Brachy_876_9.fa_00881,Brachy_900_8.fa_02743,Brachy_908_11.fa_03235,Brachy_947_11.fa_02210,Brachy_962_10.fa_00675,Brachy_JB7.fa_02403,,,,,,,,,,,,,,,,,,
mtcA2,,Carbonic anhydrase 2,9,9,1,1,6769,1,7417,,662,662,662,Brachy_341_9.fa_00469,Brachy_738_10.fa_01805,Brachy_862_8.fa_02343,Brachy_876_9.fa_00882,Brachy_900_8.fa_02742,Brachy_908_11.fa_03236,Brachy_947_11.fa_02209,Brachy_962_10.fa_00676,Brachy_JB7.fa_02402,,,,,,,,,,,,,,,,,,
recD2,,ATP-dependent RecD-like DNA helicase,9,9,1,1,6775,1,7418,,2333,2333,2333,Brachy_341_9.fa_00470,Brachy_738_10.fa_01806,Brachy_862_8.fa_02344,Brachy_876_9.fa_00883,Brachy_900_8.fa_02741,Brachy_908_11.fa_03237,Brachy_947_11.fa_02208,Brachy_962_10.fa_00677,Brachy_JB7.fa_02401,,,,,,,,,,,,,,,,,,
bioY,,Biotin transporter BioY,9,9,1,1,6780,1,7431,,665,665,665,Brachy_341_9.fa_00474,Brachy_738_10.fa_01810,Brachy_862_8.fa_02357,Brachy_876_9.fa_00887,Brachy_900_8.fa_02727,Brachy_908_11.fa_03241,Brachy_947_11.fa_02195,Brachy_962_10.fa_00683,Brachy_JB7.fa_02388,,,,,,,,,,,,,,,,,,
group_435,,hypothetical protein,9,9,1,1,10234,1,10695,,1049,1088,1072,,,,,,,,,,Brevi_341_13.fa_02419,Brevi_738_8.fa_01780,Brevi_862_7.fa_00932,Brevi_876_7.fa_02131,Brevi_900_6.fa_00578,Brevi_908_7.fa_00199,Brevi_947_7.fa_00850,Brevi_962_8.fa_02322,Brevi_JB5.fa_01685,,,,,,,,,
